VCC,V,C1,C1 Manner,C2,C2 Manner,SSP Status,Sonority Difference
ARK,A,R,Liquid,K,Plosive,Follow,-4
ERK,E,R,Liquid,K,Plosive,Follow,-4
IRK,I,R,Liquid,K,Plosive,Follow,-4
ORK,O,R,Liquid,K,Plosive,Follow,-4
URK,U,R,Liquid,K,Plosive,Follow,-4
ARG,A,R,Liquid,G,Plosive,Follow,-4
ERG,E,R,Liquid,G,Plosive,Follow,-4
IRG,I,R,Liquid,G,Plosive,Follow,-4
ORG,O,R,Liquid,G,Plosive,Follow,-4
URG,U,R,Liquid,G,Plosive,Follow,-4
ARQ,A,R,Liquid,Q,Plosive,Follow,-4
ERQ,E,R,Liquid,Q,Plosive,Follow,-4
IRQ,I,R,Liquid,Q,Plosive,Follow,-4
ORQ,O,R,Liquid,Q,Plosive,Follow,-4
URQ,U,R,Liquid,Q,Plosive,Follow,-4
ARF,A,R,Liquid,F,Fricative,Follow,-3
ERF,E,R,Liquid,F,Fricative,Follow,-3
IRF,I,R,Liquid,F,Fricative,Follow,-3
ORF,O,R,Liquid,F,Fricative,Follow,-3
URF,U,R,Liquid,F,Fricative,Follow,-3
ARV,A,R,Liquid,V,Fricative,Follow,-3
ERV,E,R,Liquid,V,Fricative,Follow,-3
IRV,I,R,Liquid,V,Fricative,Follow,-3
ORV,O,R,Liquid,V,Fricative,Follow,-3
URV,U,R,Liquid,V,Fricative,Follow,-3
ARTH,A,R,Liquid,TH,Fricative,Follow,-3
ERTH,E,R,Liquid,TH,Fricative,Follow,-3
IRTH,I,R,Liquid,TH,Fricative,Follow,-3
ORTH,O,R,Liquid,TH,Fricative,Follow,-3
URTH,U,R,Liquid,TH,Fricative,Follow,-3
ARDH,A,R,Liquid,DH,Fricative,Follow,-3
ERDH,E,R,Liquid,DH,Fricative,Follow,-3
IRDH,I,R,Liquid,DH,Fricative,Follow,-3
ORDH,O,R,Liquid,DH,Fricative,Follow,-3
URDH,U,R,Liquid,DH,Fricative,Follow,-3
ARS,A,R,Liquid,S,Fricative,Follow,-3
ERS,E,R,Liquid,S,Fricative,Follow,-3
IRS,I,R,Liquid,S,Fricative,Follow,-3
ORS,O,R,Liquid,S,Fricative,Follow,-3
URS,U,R,Liquid,S,Fricative,Follow,-3
ARZ,A,R,Liquid,Z,Fricative,Follow,-3
ERZ,E,R,Liquid,Z,Fricative,Follow,-3
IRZ,I,R,Liquid,Z,Fricative,Follow,-3
ORZ,O,R,Liquid,Z,Fricative,Follow,-3
URZ,U,R,Liquid,Z,Fricative,Follow,-3
ARSH,A,R,Liquid,SH,Fricative,Follow,-3
ERSH,E,R,Liquid,SH,Fricative,Follow,-3
IRSH,I,R,Liquid,SH,Fricative,Follow,-3
ORSH,O,R,Liquid,SH,Fricative,Follow,-3
URSH,U,R,Liquid,SH,Fricative,Follow,-3
ARZH,A,R,Liquid,ZH,Fricative,Follow,-3
ERZH,E,R,Liquid,ZH,Fricative,Follow,-3
IRZH,I,R,Liquid,ZH,Fricative,Follow,-3
ORZH,O,R,Liquid,ZH,Fricative,Follow,-3
URZH,U,R,Liquid,ZH,Fricative,Follow,-3
ARH,A,R,Liquid,H,Fricative,Follow,-3
ERH,E,R,Liquid,H,Fricative,Follow,-3
IRH,I,R,Liquid,H,Fricative,Follow,-3
ORH,O,R,Liquid,H,Fricative,Follow,-3
URH,U,R,Liquid,H,Fricative,Follow,-3
ARCH,A,R,Liquid,CH,Affricate,Follow,-2
ERCH,E,R,Liquid,CH,Affricate,Follow,-2
IRCH,I,R,Liquid,CH,Affricate,Follow,-2
ORCH,O,R,Liquid,CH,Affricate,Follow,-2
URCH,U,R,Liquid,CH,Affricate,Follow,-2
ARJH,A,R,Liquid,JH,Affricate,Follow,-2
ERJH,E,R,Liquid,JH,Affricate,Follow,-2
IRJH,I,R,Liquid,JH,Affricate,Follow,-2
ORJH,O,R,Liquid,JH,Affricate,Follow,-2
URJH,U,R,Liquid,JH,Affricate,Follow,-2
ARM,A,R,Liquid,M,Nasal,Follow,-1
ERM,E,R,Liquid,M,Nasal,Follow,-1
IRM,I,R,Liquid,M,Nasal,Follow,-1
ORM,O,R,Liquid,M,Nasal,Follow,-1
URM,U,R,Liquid,M,Nasal,Follow,-1
ARN,A,R,Liquid,N,Nasal,Follow,-1
ERN,E,R,Liquid,N,Nasal,Follow,-1
IRN,I,R,Liquid,N,Nasal,Follow,-1
ORN,O,R,Liquid,N,Nasal,Follow,-1
URN,U,R,Liquid,N,Nasal,Follow,-1
ARNG,A,R,Liquid,NG,Nasal,Follow,-1
ERNG,E,R,Liquid,NG,Nasal,Follow,-1
IRNG,I,R,Liquid,NG,Nasal,Follow,-1
ORNG,O,R,Liquid,NG,Nasal,Follow,-1
URNG,U,R,Liquid,NG,Nasal,Follow,-1
ARL,A,R,Liquid,L,Liquid,Follow,0
ERL,E,R,Liquid,L,Liquid,Follow,0
IRL,I,R,Liquid,L,Liquid,Follow,0
ORL,O,R,Liquid,L,Liquid,Follow,0
URL,U,R,Liquid,L,Liquid,Follow,0
AYP,A,Y,Glide,P,Plosive,Follow,-5
EYP,E,Y,Glide,P,Plosive,Follow,-5
IYP,I,Y,Glide,P,Plosive,Follow,-5
OYP,O,Y,Glide,P,Plosive,Follow,-5
UYP,U,Y,Glide,P,Plosive,Follow,-5
AYB,A,Y,Glide,B,Plosive,Follow,-5
EYB,E,Y,Glide,B,Plosive,Follow,-5
IYB,I,Y,Glide,B,Plosive,Follow,-5
OYB,O,Y,Glide,B,Plosive,Follow,-5
UYB,U,Y,Glide,B,Plosive,Follow,-5
AYT,A,Y,Glide,T,Plosive,Follow,-5
EYT,E,Y,Glide,T,Plosive,Follow,-5
IYT,I,Y,Glide,T,Plosive,Follow,-5
OYT,O,Y,Glide,T,Plosive,Follow,-5
UYT,U,Y,Glide,T,Plosive,Follow,-5
AYD,A,Y,Glide,D,Plosive,Follow,-5
EYD,E,Y,Glide,D,Plosive,Follow,-5
IYD,I,Y,Glide,D,Plosive,Follow,-5
OYD,O,Y,Glide,D,Plosive,Follow,-5
UYD,U,Y,Glide,D,Plosive,Follow,-5
AYK,A,Y,Glide,K,Plosive,Follow,-5
EYK,E,Y,Glide,K,Plosive,Follow,-5
IYK,I,Y,Glide,K,Plosive,Follow,-5
OYK,O,Y,Glide,K,Plosive,Follow,-5
UYK,U,Y,Glide,K,Plosive,Follow,-5
AYG,A,Y,Glide,G,Plosive,Follow,-5
EYG,E,Y,Glide,G,Plosive,Follow,-5
IYG,I,Y,Glide,G,Plosive,Follow,-5
OYG,O,Y,Glide,G,Plosive,Follow,-5
UYG,U,Y,Glide,G,Plosive,Follow,-5
AYQ,A,Y,Glide,Q,Plosive,Follow,-5
EYQ,E,Y,Glide,Q,Plosive,Follow,-5
IYQ,I,Y,Glide,Q,Plosive,Follow,-5
OYQ,O,Y,Glide,Q,Plosive,Follow,-5
UYQ,U,Y,Glide,Q,Plosive,Follow,-5
AYF,A,Y,Glide,F,Fricative,Follow,-4
EYF,E,Y,Glide,F,Fricative,Follow,-4
IYF,I,Y,Glide,F,Fricative,Follow,-4
OYF,O,Y,Glide,F,Fricative,Follow,-4
UYF,U,Y,Glide,F,Fricative,Follow,-4
AYV,A,Y,Glide,V,Fricative,Follow,-4
EYV,E,Y,Glide,V,Fricative,Follow,-4
IYV,I,Y,Glide,V,Fricative,Follow,-4
OYV,O,Y,Glide,V,Fricative,Follow,-4
UYV,U,Y,Glide,V,Fricative,Follow,-4
AYTH,A,Y,Glide,TH,Fricative,Follow,-4
EYTH,E,Y,Glide,TH,Fricative,Follow,-4
IYTH,I,Y,Glide,TH,Fricative,Follow,-4
OYTH,O,Y,Glide,TH,Fricative,Follow,-4
UYTH,U,Y,Glide,TH,Fricative,Follow,-4
AYDH,A,Y,Glide,DH,Fricative,Follow,-4
EYDH,E,Y,Glide,DH,Fricative,Follow,-4
IYDH,I,Y,Glide,DH,Fricative,Follow,-4
OYDH,O,Y,Glide,DH,Fricative,Follow,-4
UYDH,U,Y,Glide,DH,Fricative,Follow,-4
AYS,A,Y,Glide,S,Fricative,Follow,-4
EYS,E,Y,Glide,S,Fricative,Follow,-4
IYS,I,Y,Glide,S,Fricative,Follow,-4
OYS,O,Y,Glide,S,Fricative,Follow,-4
UYS,U,Y,Glide,S,Fricative,Follow,-4
AYZ,A,Y,Glide,Z,Fricative,Follow,-4
EYZ,E,Y,Glide,Z,Fricative,Follow,-4
IYZ,I,Y,Glide,Z,Fricative,Follow,-4
OYZ,O,Y,Glide,Z,Fricative,Follow,-4
UYZ,U,Y,Glide,Z,Fricative,Follow,-4
AYSH,A,Y,Glide,SH,Fricative,Follow,-4
EYSH,E,Y,Glide,SH,Fricative,Follow,-4
IYSH,I,Y,Glide,SH,Fricative,Follow,-4
OYSH,O,Y,Glide,SH,Fricative,Follow,-4
UYSH,U,Y,Glide,SH,Fricative,Follow,-4
AYZH,A,Y,Glide,ZH,Fricative,Follow,-4
EYZH,E,Y,Glide,ZH,Fricative,Follow,-4
IYZH,I,Y,Glide,ZH,Fricative,Follow,-4
OYZH,O,Y,Glide,ZH,Fricative,Follow,-4
UYZH,U,Y,Glide,ZH,Fricative,Follow,-4
AYH,A,Y,Glide,H,Fricative,Follow,-4
EYH,E,Y,Glide,H,Fricative,Follow,-4
IYH,I,Y,Glide,H,Fricative,Follow,-4
OYH,O,Y,Glide,H,Fricative,Follow,-4
UYH,U,Y,Glide,H,Fricative,Follow,-4
AYCH,A,Y,Glide,CH,Affricate,Follow,-3
EYCH,E,Y,Glide,CH,Affricate,Follow,-3
IYCH,I,Y,Glide,CH,Affricate,Follow,-3
OYCH,O,Y,Glide,CH,Affricate,Follow,-3
UYCH,U,Y,Glide,CH,Affricate,Follow,-3
AYJH,A,Y,Glide,JH,Affricate,Follow,-3
EYJH,E,Y,Glide,JH,Affricate,Follow,-3
IYJH,I,Y,Glide,JH,Affricate,Follow,-3
OYJH,O,Y,Glide,JH,Affricate,Follow,-3
UYJH,U,Y,Glide,JH,Affricate,Follow,-3
AYM,A,Y,Glide,M,Nasal,Follow,-2
EYM,E,Y,Glide,M,Nasal,Follow,-2
IYM,I,Y,Glide,M,Nasal,Follow,-2
OYM,O,Y,Glide,M,Nasal,Follow,-2
UYM,U,Y,Glide,M,Nasal,Follow,-2
AYN,A,Y,Glide,N,Nasal,Follow,-2
EYN,E,Y,Glide,N,Nasal,Follow,-2
IYN,I,Y,Glide,N,Nasal,Follow,-2
OYN,O,Y,Glide,N,Nasal,Follow,-2
UYN,U,Y,Glide,N,Nasal,Follow,-2
AYNG,A,Y,Glide,NG,Nasal,Follow,-2
EYNG,E,Y,Glide,NG,Nasal,Follow,-2
IYNG,I,Y,Glide,NG,Nasal,Follow,-2
OYNG,O,Y,Glide,NG,Nasal,Follow,-2
UYNG,U,Y,Glide,NG,Nasal,Follow,-2
AYL,A,Y,Glide,L,Liquid,Follow,-1
EYL,E,Y,Glide,L,Liquid,Follow,-1
IYL,I,Y,Glide,L,Liquid,Follow,-1
OYL,O,Y,Glide,L,Liquid,Follow,-1
UYL,U,Y,Glide,L,Liquid,Follow,-1
AYR,A,Y,Glide,R,Liquid,Follow,-1
EYR,E,Y,Glide,R,Liquid,Follow,-1
IYR,I,Y,Glide,R,Liquid,Follow,-1
OYR,O,Y,Glide,R,Liquid,Follow,-1
UYR,U,Y,Glide,R,Liquid,Follow,-1
AYW,A,Y,Glide,W,Glide,Follow,0
EYW,E,Y,Glide,W,Glide,Follow,0
IYW,I,Y,Glide,W,Glide,Follow,0
OYW,O,Y,Glide,W,Glide,Follow,0
UYW,U,Y,Glide,W,Glide,Follow,0
AWP,A,W,Glide,P,Plosive,Follow,-5
EWP,E,W,Glide,P,Plosive,Follow,-5
IWP,I,W,Glide,P,Plosive,Follow,-5
OWP,O,W,Glide,P,Plosive,Follow,-5
UWP,U,W,Glide,P,Plosive,Follow,-5
AWB,A,W,Glide,B,Plosive,Follow,-5
EWB,E,W,Glide,B,Plosive,Follow,-5
IWB,I,W,Glide,B,Plosive,Follow,-5
OWB,O,W,Glide,B,Plosive,Follow,-5
UWB,U,W,Glide,B,Plosive,Follow,-5
AWT,A,W,Glide,T,Plosive,Follow,-5
EWT,E,W,Glide,T,Plosive,Follow,-5
IWT,I,W,Glide,T,Plosive,Follow,-5
OWT,O,W,Glide,T,Plosive,Follow,-5
UWT,U,W,Glide,T,Plosive,Follow,-5
AWD,A,W,Glide,D,Plosive,Follow,-5
EWD,E,W,Glide,D,Plosive,Follow,-5
IWD,I,W,Glide,D,Plosive,Follow,-5
OWD,O,W,Glide,D,Plosive,Follow,-5
UWD,U,W,Glide,D,Plosive,Follow,-5
AWK,A,W,Glide,K,Plosive,Follow,-5
EWK,E,W,Glide,K,Plosive,Follow,-5
IWK,I,W,Glide,K,Plosive,Follow,-5
OWK,O,W,Glide,K,Plosive,Follow,-5
UWK,U,W,Glide,K,Plosive,Follow,-5
AWG,A,W,Glide,G,Plosive,Follow,-5
EWG,E,W,Glide,G,Plosive,Follow,-5
IWG,I,W,Glide,G,Plosive,Follow,-5
OWG,O,W,Glide,G,Plosive,Follow,-5
UWG,U,W,Glide,G,Plosive,Follow,-5
AWQ,A,W,Glide,Q,Plosive,Follow,-5
EWQ,E,W,Glide,Q,Plosive,Follow,-5
IWQ,I,W,Glide,Q,Plosive,Follow,-5
OWQ,O,W,Glide,Q,Plosive,Follow,-5
UWQ,U,W,Glide,Q,Plosive,Follow,-5
AWF,A,W,Glide,F,Fricative,Follow,-4
EWF,E,W,Glide,F,Fricative,Follow,-4
IWF,I,W,Glide,F,Fricative,Follow,-4
OWF,O,W,Glide,F,Fricative,Follow,-4
UWF,U,W,Glide,F,Fricative,Follow,-4
AWV,A,W,Glide,V,Fricative,Follow,-4
EWV,E,W,Glide,V,Fricative,Follow,-4
IWV,I,W,Glide,V,Fricative,Follow,-4
OWV,O,W,Glide,V,Fricative,Follow,-4
UWV,U,W,Glide,V,Fricative,Follow,-4
AWTH,A,W,Glide,TH,Fricative,Follow,-4
EWTH,E,W,Glide,TH,Fricative,Follow,-4
IWTH,I,W,Glide,TH,Fricative,Follow,-4
OWTH,O,W,Glide,TH,Fricative,Follow,-4
UWTH,U,W,Glide,TH,Fricative,Follow,-4
AWDH,A,W,Glide,DH,Fricative,Follow,-4
EWDH,E,W,Glide,DH,Fricative,Follow,-4
IWDH,I,W,Glide,DH,Fricative,Follow,-4
OWDH,O,W,Glide,DH,Fricative,Follow,-4
UWDH,U,W,Glide,DH,Fricative,Follow,-4
AWS,A,W,Glide,S,Fricative,Follow,-4
EWS,E,W,Glide,S,Fricative,Follow,-4
IWS,I,W,Glide,S,Fricative,Follow,-4
OWS,O,W,Glide,S,Fricative,Follow,-4
UWS,U,W,Glide,S,Fricative,Follow,-4
AWZ,A,W,Glide,Z,Fricative,Follow,-4
EWZ,E,W,Glide,Z,Fricative,Follow,-4
IWZ,I,W,Glide,Z,Fricative,Follow,-4
OWZ,O,W,Glide,Z,Fricative,Follow,-4
UWZ,U,W,Glide,Z,Fricative,Follow,-4
AWSH,A,W,Glide,SH,Fricative,Follow,-4
EWSH,E,W,Glide,SH,Fricative,Follow,-4
IWSH,I,W,Glide,SH,Fricative,Follow,-4
OWSH,O,W,Glide,SH,Fricative,Follow,-4
UWSH,U,W,Glide,SH,Fricative,Follow,-4
AWZH,A,W,Glide,ZH,Fricative,Follow,-4
EWZH,E,W,Glide,ZH,Fricative,Follow,-4
IWZH,I,W,Glide,ZH,Fricative,Follow,-4
OWZH,O,W,Glide,ZH,Fricative,Follow,-4
UWZH,U,W,Glide,ZH,Fricative,Follow,-4
AWH,A,W,Glide,H,Fricative,Follow,-4
EWH,E,W,Glide,H,Fricative,Follow,-4
IWH,I,W,Glide,H,Fricative,Follow,-4
OWH,O,W,Glide,H,Fricative,Follow,-4
UWH,U,W,Glide,H,Fricative,Follow,-4
AWCH,A,W,Glide,CH,Affricate,Follow,-3
EWCH,E,W,Glide,CH,Affricate,Follow,-3
IWCH,I,W,Glide,CH,Affricate,Follow,-3
OWCH,O,W,Glide,CH,Affricate,Follow,-3
UWCH,U,W,Glide,CH,Affricate,Follow,-3
AWJH,A,W,Glide,JH,Affricate,Follow,-3
EWJH,E,W,Glide,JH,Affricate,Follow,-3
IWJH,I,W,Glide,JH,Affricate,Follow,-3
OWJH,O,W,Glide,JH,Affricate,Follow,-3
UWJH,U,W,Glide,JH,Affricate,Follow,-3
AWM,A,W,Glide,M,Nasal,Follow,-2
EWM,E,W,Glide,M,Nasal,Follow,-2
IWM,I,W,Glide,M,Nasal,Follow,-2
OWM,O,W,Glide,M,Nasal,Follow,-2
UWM,U,W,Glide,M,Nasal,Follow,-2
AWN,A,W,Glide,N,Nasal,Follow,-2
EWN,E,W,Glide,N,Nasal,Follow,-2
IWN,I,W,Glide,N,Nasal,Follow,-2
OWN,O,W,Glide,N,Nasal,Follow,-2
UWN,U,W,Glide,N,Nasal,Follow,-2
AWNG,A,W,Glide,NG,Nasal,Follow,-2
EWNG,E,W,Glide,NG,Nasal,Follow,-2
IWNG,I,W,Glide,NG,Nasal,Follow,-2
OWNG,O,W,Glide,NG,Nasal,Follow,-2
UWNG,U,W,Glide,NG,Nasal,Follow,-2
AWL,A,W,Glide,L,Liquid,Follow,-1
EWL,E,W,Glide,L,Liquid,Follow,-1
IWL,I,W,Glide,L,Liquid,Follow,-1
OWL,O,W,Glide,L,Liquid,Follow,-1
UWL,U,W,Glide,L,Liquid,Follow,-1
AWR,A,W,Glide,R,Liquid,Follow,-1
EWR,E,W,Glide,R,Liquid,Follow,-1
IWR,I,W,Glide,R,Liquid,Follow,-1
OWR,O,W,Glide,R,Liquid,Follow,-1
UWR,U,W,Glide,R,Liquid,Follow,-1
AWY,A,W,Glide,Y,Glide,Follow,0
EWY,E,W,Glide,Y,Glide,Follow,0
IWY,I,W,Glide,Y,Glide,Follow,0
OWY,O,W,Glide,Y,Glide,Follow,0
UWY,U,W,Glide,Y,Glide,Follow,0
APB,A,P,Plosive,B,Plosive,Violate,0
EPB,E,P,Plosive,B,Plosive,Violate,0
IPB,I,P,Plosive,B,Plosive,Violate,0
OPB,O,P,Plosive,B,Plosive,Violate,0
UPB,U,P,Plosive,B,Plosive,Violate,0
APT,A,P,Plosive,T,Plosive,Violate,0
EPT,E,P,Plosive,T,Plosive,Violate,0
IPT,I,P,Plosive,T,Plosive,Violate,0
OPT,O,P,Plosive,T,Plosive,Violate,0
UPT,U,P,Plosive,T,Plosive,Violate,0
APD,A,P,Plosive,D,Plosive,Violate,0
EPD,E,P,Plosive,D,Plosive,Violate,0
IPD,I,P,Plosive,D,Plosive,Violate,0
OPD,O,P,Plosive,D,Plosive,Violate,0
UPD,U,P,Plosive,D,Plosive,Violate,0
APK,A,P,Plosive,K,Plosive,Violate,0
EPK,E,P,Plosive,K,Plosive,Violate,0
IPK,I,P,Plosive,K,Plosive,Violate,0
OPK,O,P,Plosive,K,Plosive,Violate,0
UPK,U,P,Plosive,K,Plosive,Violate,0
APG,A,P,Plosive,G,Plosive,Violate,0
EPG,E,P,Plosive,G,Plosive,Violate,0
IPG,I,P,Plosive,G,Plosive,Violate,0
OPG,O,P,Plosive,G,Plosive,Violate,0
UPG,U,P,Plosive,G,Plosive,Violate,0
APQ,A,P,Plosive,Q,Plosive,Violate,0
EPQ,E,P,Plosive,Q,Plosive,Violate,0
IPQ,I,P,Plosive,Q,Plosive,Violate,0
OPQ,O,P,Plosive,Q,Plosive,Violate,0
UPQ,U,P,Plosive,Q,Plosive,Violate,0
APF,A,P,Plosive,F,Fricative,Violate,1
EPF,E,P,Plosive,F,Fricative,Violate,1
IPF,I,P,Plosive,F,Fricative,Violate,1
OPF,O,P,Plosive,F,Fricative,Violate,1
UPF,U,P,Plosive,F,Fricative,Violate,1
APV,A,P,Plosive,V,Fricative,Violate,1
EPV,E,P,Plosive,V,Fricative,Violate,1
IPV,I,P,Plosive,V,Fricative,Violate,1
OPV,O,P,Plosive,V,Fricative,Violate,1
UPV,U,P,Plosive,V,Fricative,Violate,1
APTH,A,P,Plosive,TH,Fricative,Violate,1
EPTH,E,P,Plosive,TH,Fricative,Violate,1
IPTH,I,P,Plosive,TH,Fricative,Violate,1
OPTH,O,P,Plosive,TH,Fricative,Violate,1
UPTH,U,P,Plosive,TH,Fricative,Violate,1
APDH,A,P,Plosive,DH,Fricative,Violate,1
EPDH,E,P,Plosive,DH,Fricative,Violate,1
IPDH,I,P,Plosive,DH,Fricative,Violate,1
OPDH,O,P,Plosive,DH,Fricative,Violate,1
UPDH,U,P,Plosive,DH,Fricative,Violate,1
APS,A,P,Plosive,S,Fricative,Violate,1
EPS,E,P,Plosive,S,Fricative,Violate,1
IPS,I,P,Plosive,S,Fricative,Violate,1
OPS,O,P,Plosive,S,Fricative,Violate,1
UPS,U,P,Plosive,S,Fricative,Violate,1
APZ,A,P,Plosive,Z,Fricative,Violate,1
EPZ,E,P,Plosive,Z,Fricative,Violate,1
IPZ,I,P,Plosive,Z,Fricative,Violate,1
OPZ,O,P,Plosive,Z,Fricative,Violate,1
UPZ,U,P,Plosive,Z,Fricative,Violate,1
APSH,A,P,Plosive,SH,Fricative,Violate,1
EPSH,E,P,Plosive,SH,Fricative,Violate,1
IPSH,I,P,Plosive,SH,Fricative,Violate,1
OPSH,O,P,Plosive,SH,Fricative,Violate,1
UPSH,U,P,Plosive,SH,Fricative,Violate,1
APZH,A,P,Plosive,ZH,Fricative,Violate,1
EPZH,E,P,Plosive,ZH,Fricative,Violate,1
IPZH,I,P,Plosive,ZH,Fricative,Violate,1
OPZH,O,P,Plosive,ZH,Fricative,Violate,1
UPZH,U,P,Plosive,ZH,Fricative,Violate,1
APH,A,P,Plosive,H,Fricative,Violate,1
EPH,E,P,Plosive,H,Fricative,Violate,1
IPH,I,P,Plosive,H,Fricative,Violate,1
OPH,O,P,Plosive,H,Fricative,Violate,1
UPH,U,P,Plosive,H,Fricative,Violate,1
APCH,A,P,Plosive,CH,Affricate,Violate,2
EPCH,E,P,Plosive,CH,Affricate,Violate,2
IPCH,I,P,Plosive,CH,Affricate,Violate,2
OPCH,O,P,Plosive,CH,Affricate,Violate,2
UPCH,U,P,Plosive,CH,Affricate,Violate,2
APJH,A,P,Plosive,JH,Affricate,Violate,2
EPJH,E,P,Plosive,JH,Affricate,Violate,2
IPJH,I,P,Plosive,JH,Affricate,Violate,2
OPJH,O,P,Plosive,JH,Affricate,Violate,2
UPJH,U,P,Plosive,JH,Affricate,Violate,2
APM,A,P,Plosive,M,Nasal,Violate,3
EPM,E,P,Plosive,M,Nasal,Violate,3
IPM,I,P,Plosive,M,Nasal,Violate,3
OPM,O,P,Plosive,M,Nasal,Violate,3
UPM,U,P,Plosive,M,Nasal,Violate,3
APN,A,P,Plosive,N,Nasal,Violate,3
EPN,E,P,Plosive,N,Nasal,Violate,3
IPN,I,P,Plosive,N,Nasal,Violate,3
OPN,O,P,Plosive,N,Nasal,Violate,3
UPN,U,P,Plosive,N,Nasal,Violate,3
APNG,A,P,Plosive,NG,Nasal,Violate,3
EPNG,E,P,Plosive,NG,Nasal,Violate,3
IPNG,I,P,Plosive,NG,Nasal,Violate,3
OPNG,O,P,Plosive,NG,Nasal,Violate,3
UPNG,U,P,Plosive,NG,Nasal,Violate,3
APL,A,P,Plosive,L,Liquid,Violate,4
EPL,E,P,Plosive,L,Liquid,Violate,4
IPL,I,P,Plosive,L,Liquid,Violate,4
OPL,O,P,Plosive,L,Liquid,Violate,4
UPL,U,P,Plosive,L,Liquid,Violate,4
APR,A,P,Plosive,R,Liquid,Violate,4
EPR,E,P,Plosive,R,Liquid,Violate,4
IPR,I,P,Plosive,R,Liquid,Violate,4
OPR,O,P,Plosive,R,Liquid,Violate,4
UPR,U,P,Plosive,R,Liquid,Violate,4
APY,A,P,Plosive,Y,Glide,Violate,5
EPY,E,P,Plosive,Y,Glide,Violate,5
IPY,I,P,Plosive,Y,Glide,Violate,5
OPY,O,P,Plosive,Y,Glide,Violate,5
UPY,U,P,Plosive,Y,Glide,Violate,5
APW,A,P,Plosive,W,Glide,Violate,5
EPW,E,P,Plosive,W,Glide,Violate,5
IPW,I,P,Plosive,W,Glide,Violate,5
OPW,O,P,Plosive,W,Glide,Violate,5
UPW,U,P,Plosive,W,Glide,Violate,5
ABP,A,B,Plosive,P,Plosive,Violate,0
EBP,E,B,Plosive,P,Plosive,Violate,0
IBP,I,B,Plosive,P,Plosive,Violate,0
OBP,O,B,Plosive,P,Plosive,Violate,0
UBP,U,B,Plosive,P,Plosive,Violate,0
ABT,A,B,Plosive,T,Plosive,Violate,0
EBT,E,B,Plosive,T,Plosive,Violate,0
IBT,I,B,Plosive,T,Plosive,Violate,0
OBT,O,B,Plosive,T,Plosive,Violate,0
UBT,U,B,Plosive,T,Plosive,Violate,0
ABD,A,B,Plosive,D,Plosive,Violate,0
EBD,E,B,Plosive,D,Plosive,Violate,0
IBD,I,B,Plosive,D,Plosive,Violate,0
OBD,O,B,Plosive,D,Plosive,Violate,0
UBD,U,B,Plosive,D,Plosive,Violate,0
ABK,A,B,Plosive,K,Plosive,Violate,0
EBK,E,B,Plosive,K,Plosive,Violate,0
IBK,I,B,Plosive,K,Plosive,Violate,0
OBK,O,B,Plosive,K,Plosive,Violate,0
UBK,U,B,Plosive,K,Plosive,Violate,0
ABG,A,B,Plosive,G,Plosive,Violate,0
EBG,E,B,Plosive,G,Plosive,Violate,0
IBG,I,B,Plosive,G,Plosive,Violate,0
OBG,O,B,Plosive,G,Plosive,Violate,0
UBG,U,B,Plosive,G,Plosive,Violate,0
ABQ,A,B,Plosive,Q,Plosive,Violate,0
EBQ,E,B,Plosive,Q,Plosive,Violate,0
IBQ,I,B,Plosive,Q,Plosive,Violate,0
OBQ,O,B,Plosive,Q,Plosive,Violate,0
UBQ,U,B,Plosive,Q,Plosive,Violate,0
ABF,A,B,Plosive,F,Fricative,Violate,1
EBF,E,B,Plosive,F,Fricative,Violate,1
IBF,I,B,Plosive,F,Fricative,Violate,1
OBF,O,B,Plosive,F,Fricative,Violate,1
UBF,U,B,Plosive,F,Fricative,Violate,1
ABV,A,B,Plosive,V,Fricative,Violate,1
EBV,E,B,Plosive,V,Fricative,Violate,1
IBV,I,B,Plosive,V,Fricative,Violate,1
OBV,O,B,Plosive,V,Fricative,Violate,1
UBV,U,B,Plosive,V,Fricative,Violate,1
ABTH,A,B,Plosive,TH,Fricative,Violate,1
EBTH,E,B,Plosive,TH,Fricative,Violate,1
IBTH,I,B,Plosive,TH,Fricative,Violate,1
OBTH,O,B,Plosive,TH,Fricative,Violate,1
UBTH,U,B,Plosive,TH,Fricative,Violate,1
ABDH,A,B,Plosive,DH,Fricative,Violate,1
EBDH,E,B,Plosive,DH,Fricative,Violate,1
IBDH,I,B,Plosive,DH,Fricative,Violate,1
OBDH,O,B,Plosive,DH,Fricative,Violate,1
UBDH,U,B,Plosive,DH,Fricative,Violate,1
ABS,A,B,Plosive,S,Fricative,Violate,1
EBS,E,B,Plosive,S,Fricative,Violate,1
IBS,I,B,Plosive,S,Fricative,Violate,1
OBS,O,B,Plosive,S,Fricative,Violate,1
UBS,U,B,Plosive,S,Fricative,Violate,1
ABZ,A,B,Plosive,Z,Fricative,Violate,1
EBZ,E,B,Plosive,Z,Fricative,Violate,1
IBZ,I,B,Plosive,Z,Fricative,Violate,1
OBZ,O,B,Plosive,Z,Fricative,Violate,1
UBZ,U,B,Plosive,Z,Fricative,Violate,1
ABSH,A,B,Plosive,SH,Fricative,Violate,1
EBSH,E,B,Plosive,SH,Fricative,Violate,1
IBSH,I,B,Plosive,SH,Fricative,Violate,1
OBSH,O,B,Plosive,SH,Fricative,Violate,1
