CCV,C1,C1 Manner,C2,C2 Manner,V,SSP Status,Sonority Difference
FKU,F,Fricative,K,Plosive,U,Violate,-1
FGA,F,Fricative,G,Plosive,A,Violate,-1
FGE,F,Fricative,G,Plosive,E,Violate,-1
FGI,F,Fricative,G,Plosive,I,Violate,-1
FGO,F,Fricative,G,Plosive,O,Violate,-1
FGU,F,Fricative,G,Plosive,U,Violate,-1
FQA,F,Fricative,Q,Plosive,A,Violate,-1
FQE,F,Fricative,Q,Plosive,E,Violate,-1
FQI,F,Fricative,Q,Plosive,I,Violate,-1
FQO,F,Fricative,Q,Plosive,O,Violate,-1
FQU,F,Fricative,Q,Plosive,U,Violate,-1
FVA,F,Fricative,V,Fricative,A,Violate,0
FVE,F,Fricative,V,Fricative,E,Violate,0
FVI,F,Fricative,V,Fricative,I,Violate,0
FVO,F,Fricative,V,Fricative,O,Violate,0
FVU,F,Fricative,V,Fricative,U,Violate,0
FTHA,F,Fricative,TH,Fricative,A,Violate,0
FTHE,F,Fricative,TH,Fricative,E,Violate,0
FTHI,F,Fricative,TH,Fricative,I,Violate,0
FTHO,F,Fricative,TH,Fricative,O,Violate,0
FTHU,F,Fricative,TH,Fricative,U,Violate,0
FDHA,F,Fricative,DH,Fricative,A,Violate,0
FDHE,F,Fricative,DH,Fricative,E,Violate,0
FDHI,F,Fricative,DH,Fricative,I,Violate,0
FDHO,F,Fricative,DH,Fricative,O,Violate,0
FDHU,F,Fricative,DH,Fricative,U,Violate,0
FSA,F,Fricative,S,Fricative,A,Violate,0
FSE,F,Fricative,S,Fricative,E,Violate,0
FSI,F,Fricative,S,Fricative,I,Violate,0
FSO,F,Fricative,S,Fricative,O,Violate,0
FSU,F,Fricative,S,Fricative,U,Violate,0
FZA,F,Fricative,Z,Fricative,A,Violate,0
FZE,F,Fricative,Z,Fricative,E,Violate,0
FZI,F,Fricative,Z,Fricative,I,Violate,0
FZO,F,Fricative,Z,Fricative,O,Violate,0
FZU,F,Fricative,Z,Fricative,U,Violate,0
FSHA,F,Fricative,SH,Fricative,A,Violate,0
FSHE,F,Fricative,SH,Fricative,E,Violate,0
FSHI,F,Fricative,SH,Fricative,I,Violate,0
FSHO,F,Fricative,SH,Fricative,O,Violate,0
FSHU,F,Fricative,SH,Fricative,U,Violate,0
FZHA,F,Fricative,ZH,Fricative,A,Violate,0
FZHE,F,Fricative,ZH,Fricative,E,Violate,0
FZHI,F,Fricative,ZH,Fricative,I,Violate,0
FZHO,F,Fricative,ZH,Fricative,O,Violate,0
FZHU,F,Fricative,ZH,Fricative,U,Violate,0
FHA,F,Fricative,H,Fricative,A,Violate,0
FHE,F,Fricative,H,Fricative,E,Violate,0
FHI,F,Fricative,H,Fricative,I,Violate,0
FHO,F,Fricative,H,Fricative,O,Violate,0
FHU,F,Fricative,H,Fricative,U,Violate,0
VPA,V,Fricative,P,Plosive,A,Violate,-1
VPE,V,Fricative,P,Plosive,E,Violate,-1
VPI,V,Fricative,P,Plosive,I,Violate,-1
VPO,V,Fricative,P,Plosive,O,Violate,-1
VPU,V,Fricative,P,Plosive,U,Violate,-1
VBA,V,Fricative,B,Plosive,A,Violate,-1
VBE,V,Fricative,B,Plosive,E,Violate,-1
VBI,V,Fricative,B,Plosive,I,Violate,-1
VBO,V,Fricative,B,Plosive,O,Violate,-1
VBU,V,Fricative,B,Plosive,U,Violate,-1
VTA,V,Fricative,T,Plosive,A,Violate,-1
VTE,V,Fricative,T,Plosive,E,Violate,-1
VTI,V,Fricative,T,Plosive,I,Violate,-1
VTO,V,Fricative,T,Plosive,O,Violate,-1
VTU,V,Fricative,T,Plosive,U,Violate,-1
VDA,V,Fricative,D,Plosive,A,Violate,-1
VDE,V,Fricative,D,Plosive,E,Violate,-1
VDI,V,Fricative,D,Plosive,I,Violate,-1
VDO,V,Fricative,D,Plosive,O,Violate,-1
VDU,V,Fricative,D,Plosive,U,Violate,-1
VKA,V,Fricative,K,Plosive,A,Violate,-1
VKE,V,Fricative,K,Plosive,E,Violate,-1
VKI,V,Fricative,K,Plosive,I,Violate,-1
VKO,V,Fricative,K,Plosive,O,Violate,-1
VKU,V,Fricative,K,Plosive,U,Violate,-1
VGA,V,Fricative,G,Plosive,A,Violate,-1
VGE,V,Fricative,G,Plosive,E,Violate,-1
VGI,V,Fricative,G,Plosive,I,Violate,-1
VGO,V,Fricative,G,Plosive,O,Violate,-1
VGU,V,Fricative,G,Plosive,U,Violate,-1
VQA,V,Fricative,Q,Plosive,A,Violate,-1
VQE,V,Fricative,Q,Plosive,E,Violate,-1
VQI,V,Fricative,Q,Plosive,I,Violate,-1
VQO,V,Fricative,Q,Plosive,O,Violate,-1
VQU,V,Fricative,Q,Plosive,U,Violate,-1
VFA,V,Fricative,F,Fricative,A,Violate,0
VFE,V,Fricative,F,Fricative,E,Violate,0
VFI,V,Fricative,F,Fricative,I,Violate,0
VFO,V,Fricative,F,Fricative,O,Violate,0
VFU,V,Fricative,F,Fricative,U,Violate,0
VTHA,V,Fricative,TH,Fricative,A,Violate,0
VTHE,V,Fricative,TH,Fricative,E,Violate,0
VTHI,V,Fricative,TH,Fricative,I,Violate,0
VTHO,V,Fricative,TH,Fricative,O,Violate,0
VTHU,V,Fricative,TH,Fricative,U,Violate,0
VDHA,V,Fricative,DH,Fricative,A,Violate,0
VDHE,V,Fricative,DH,Fricative,E,Violate,0
VDHI,V,Fricative,DH,Fricative,I,Violate,0
VDHO,V,Fricative,DH,Fricative,O,Violate,0
VDHU,V,Fricative,DH,Fricative,U,Violate,0
VSA,V,Fricative,S,Fricative,A,Violate,0
VSE,V,Fricative,S,Fricative,E,Violate,0
VSI,V,Fricative,S,Fricative,I,Violate,0
VSO,V,Fricative,S,Fricative,O,Violate,0
VSU,V,Fricative,S,Fricative,U,Violate,0
VZA,V,Fricative,Z,Fricative,A,Violate,0
VZE,V,Fricative,Z,Fricative,E,Violate,0
VZI,V,Fricative,Z,Fricative,I,Violate,0
VZO,V,Fricative,Z,Fricative,O,Violate,0
VZU,V,Fricative,Z,Fricative,U,Violate,0
VSHA,V,Fricative,SH,Fricative,A,Violate,0
VSHE,V,Fricative,SH,Fricative,E,Violate,0
VSHI,V,Fricative,SH,Fricative,I,Violate,0
VSHO,V,Fricative,SH,Fricative,O,Violate,0
VSHU,V,Fricative,SH,Fricative,U,Violate,0
VZHA,V,Fricative,ZH,Fricative,A,Violate,0
VZHE,V,Fricative,ZH,Fricative,E,Violate,0
VZHI,V,Fricative,ZH,Fricative,I,Violate,0
VZHO,V,Fricative,ZH,Fricative,O,Violate,0
VZHU,V,Fricative,ZH,Fricative,U,Violate,0
VHA,V,Fricative,H,Fricative,A,Violate,0
VHE,V,Fricative,H,Fricative,E,Violate,0
VHI,V,Fricative,H,Fricative,I,Violate,0
VHO,V,Fricative,H,Fricative,O,Violate,0
VHU,V,Fricative,H,Fricative,U,Violate,0
THPA,TH,Fricative,P,Plosive,A,Violate,-1
THPE,TH,Fricative,P,Plosive,E,Violate,-1
THPI,TH,Fricative,P,Plosive,I,Violate,-1
THPO,TH,Fricative,P,Plosive,O,Violate,-1
THPU,TH,Fricative,P,Plosive,U,Violate,-1
THBA,TH,Fricative,B,Plosive,A,Violate,-1
THBE,TH,Fricative,B,Plosive,E,Violate,-1
THBI,TH,Fricative,B,Plosive,I,Violate,-1
THBO,TH,Fricative,B,Plosive,O,Violate,-1
THBU,TH,Fricative,B,Plosive,U,Violate,-1
THTA,TH,Fricative,T,Plosive,A,Violate,-1
THTE,TH,Fricative,T,Plosive,E,Violate,-1
THTI,TH,Fricative,T,Plosive,I,Violate,-1
THTO,TH,Fricative,T,Plosive,O,Violate,-1
THTU,TH,Fricative,T,Plosive,U,Violate,-1
THDA,TH,Fricative,D,Plosive,A,Violate,-1
THDE,TH,Fricative,D,Plosive,E,Violate,-1
THDI,TH,Fricative,D,Plosive,I,Violate,-1
THDO,TH,Fricative,D,Plosive,O,Violate,-1
THDU,TH,Fricative,D,Plosive,U,Violate,-1
THKA,TH,Fricative,K,Plosive,A,Violate,-1
THKE,TH,Fricative,K,Plosive,E,Violate,-1
THKI,TH,Fricative,K,Plosive,I,Violate,-1
THKO,TH,Fricative,K,Plosive,O,Violate,-1
THKU,TH,Fricative,K,Plosive,U,Violate,-1
THGA,TH,Fricative,G,Plosive,A,Violate,-1
THGE,TH,Fricative,G,Plosive,E,Violate,-1
THGI,TH,Fricative,G,Plosive,I,Violate,-1
THGO,TH,Fricative,G,Plosive,O,Violate,-1
THGU,TH,Fricative,G,Plosive,U,Violate,-1
THQA,TH,Fricative,Q,Plosive,A,Violate,-1
THQE,TH,Fricative,Q,Plosive,E,Violate,-1
THQI,TH,Fricative,Q,Plosive,I,Violate,-1
THQO,TH,Fricative,Q,Plosive,O,Violate,-1
THQU,TH,Fricative,Q,Plosive,U,Violate,-1
THFA,TH,Fricative,F,Fricative,A,Violate,0
THFE,TH,Fricative,F,Fricative,E,Violate,0
THFI,TH,Fricative,F,Fricative,I,Violate,0
THFO,TH,Fricative,F,Fricative,O,Violate,0
THFU,TH,Fricative,F,Fricative,U,Violate,0
THVA,TH,Fricative,V,Fricative,A,Violate,0
THVE,TH,Fricative,V,Fricative,E,Violate,0
THVI,TH,Fricative,V,Fricative,I,Violate,0
THVO,TH,Fricative,V,Fricative,O,Violate,0
THVU,TH,Fricative,V,Fricative,U,Violate,0
THDHA,TH,Fricative,DH,Fricative,A,Violate,0
THDHE,TH,Fricative,DH,Fricative,E,Violate,0
THDHI,TH,Fricative,DH,Fricative,I,Violate,0
THDHO,TH,Fricative,DH,Fricative,O,Violate,0
THDHU,TH,Fricative,DH,Fricative,U,Violate,0
THSA,TH,Fricative,S,Fricative,A,Violate,0
THSE,TH,Fricative,S,Fricative,E,Violate,0
THSI,TH,Fricative,S,Fricative,I,Violate,0
THSO,TH,Fricative,S,Fricative,O,Violate,0
THSU,TH,Fricative,S,Fricative,U,Violate,0
THZA,TH,Fricative,Z,Fricative,A,Violate,0
THZE,TH,Fricative,Z,Fricative,E,Violate,0
THZI,TH,Fricative,Z,Fricative,I,Violate,0
THZO,TH,Fricative,Z,Fricative,O,Violate,0
THZU,TH,Fricative,Z,Fricative,U,Violate,0
THSHA,TH,Fricative,SH,Fricative,A,Violate,0
THSHE,TH,Fricative,SH,Fricative,E,Violate,0
THSHI,TH,Fricative,SH,Fricative,I,Violate,0
THSHO,TH,Fricative,SH,Fricative,O,Violate,0
THSHU,TH,Fricative,SH,Fricative,U,Violate,0
THZHA,TH,Fricative,ZH,Fricative,A,Violate,0
THZHE,TH,Fricative,ZH,Fricative,E,Violate,0
THZHI,TH,Fricative,ZH,Fricative,I,Violate,0
THZHO,TH,Fricative,ZH,Fricative,O,Violate,0
THZHU,TH,Fricative,ZH,Fricative,U,Violate,0
THHA,TH,Fricative,H,Fricative,A,Violate,0
THHE,TH,Fricative,H,Fricative,E,Violate,0
THHI,TH,Fricative,H,Fricative,I,Violate,0
THHO,TH,Fricative,H,Fricative,O,Violate,0
THHU,TH,Fricative,H,Fricative,U,Violate,0
DHPA,DH,Fricative,P,Plosive,A,Violate,-1
DHPE,DH,Fricative,P,Plosive,E,Violate,-1
DHPI,DH,Fricative,P,Plosive,I,Violate,-1
DHPO,DH,Fricative,P,Plosive,O,Violate,-1
DHPU,DH,Fricative,P,Plosive,U,Violate,-1
DHBA,DH,Fricative,B,Plosive,A,Violate,-1
DHBE,DH,Fricative,B,Plosive,E,Violate,-1
DHBI,DH,Fricative,B,Plosive,I,Violate,-1
DHBO,DH,Fricative,B,Plosive,O,Violate,-1
DHBU,DH,Fricative,B,Plosive,U,Violate,-1
DHTA,DH,Fricative,T,Plosive,A,Violate,-1
DHTE,DH,Fricative,T,Plosive,E,Violate,-1
DHTI,DH,Fricative,T,Plosive,I,Violate,-1
DHTO,DH,Fricative,T,Plosive,O,Violate,-1
DHTU,DH,Fricative,T,Plosive,U,Violate,-1
DHDA,DH,Fricative,D,Plosive,A,Violate,-1
DHDE,DH,Fricative,D,Plosive,E,Violate,-1
DHDI,DH,Fricative,D,Plosive,I,Violate,-1
DHDO,DH,Fricative,D,Plosive,O,Violate,-1
DHDU,DH,Fricative,D,Plosive,U,Violate,-1
DHKA,DH,Fricative,K,Plosive,A,Violate,-1
DHKE,DH,Fricative,K,Plosive,E,Violate,-1
DHKI,DH,Fricative,K,Plosive,I,Violate,-1
DHKO,DH,Fricative,K,Plosive,O,Violate,-1
DHKU,DH,Fricative,K,Plosive,U,Violate,-1
DHGA,DH,Fricative,G,Plosive,A,Violate,-1
DHGE,DH,Fricative,G,Plosive,E,Violate,-1
DHGI,DH,Fricative,G,Plosive,I,Violate,-1
DHGO,DH,Fricative,G,Plosive,O,Violate,-1
DHGU,DH,Fricative,G,Plosive,U,Violate,-1
DHQA,DH,Fricative,Q,Plosive,A,Violate,-1
DHQE,DH,Fricative,Q,Plosive,E,Violate,-1
DHQI,DH,Fricative,Q,Plosive,I,Violate,-1
DHQO,DH,Fricative,Q,Plosive,O,Violate,-1
DHQU,DH,Fricative,Q,Plosive,U,Violate,-1
DHFA,DH,Fricative,F,Fricative,A,Violate,0
DHFE,DH,Fricative,F,Fricative,E,Violate,0
DHFI,DH,Fricative,F,Fricative,I,Violate,0
DHFO,DH,Fricative,F,Fricative,O,Violate,0
DHFU,DH,Fricative,F,Fricative,U,Violate,0
DHVA,DH,Fricative,V,Fricative,A,Violate,0
DHVE,DH,Fricative,V,Fricative,E,Violate,0
DHVI,DH,Fricative,V,Fricative,I,Violate,0
DHVO,DH,Fricative,V,Fricative,O,Violate,0
DHVU,DH,Fricative,V,Fricative,U,Violate,0
DHTHA,DH,Fricative,TH,Fricative,A,Violate,0
DHTHE,DH,Fricative,TH,Fricative,E,Violate,0
DHTHI,DH,Fricative,TH,Fricative,I,Violate,0
DHTHO,DH,Fricative,TH,Fricative,O,Violate,0
DHTHU,DH,Fricative,TH,Fricative,U,Violate,0
DHSA,DH,Fricative,S,Fricative,A,Violate,0
DHSE,DH,Fricative,S,Fricative,E,Violate,0
DHSI,DH,Fricative,S,Fricative,I,Violate,0
DHSO,DH,Fricative,S,Fricative,O,Violate,0
DHSU,DH,Fricative,S,Fricative,U,Violate,0
DHZA,DH,Fricative,Z,Fricative,A,Violate,0
DHZE,DH,Fricative,Z,Fricative,E,Violate,0
DHZI,DH,Fricative,Z,Fricative,I,Violate,0
DHZO,DH,Fricative,Z,Fricative,O,Violate,0
DHZU,DH,Fricative,Z,Fricative,U,Violate,0
DHSHA,DH,Fricative,SH,Fricative,A,Violate,0
DHSHE,DH,Fricative,SH,Fricative,E,Violate,0
DHSHI,DH,Fricative,SH,Fricative,I,Violate,0
DHSHO,DH,Fricative,SH,Fricative,O,Violate,0
DHSHU,DH,Fricative,SH,Fricative,U,Violate,0
DHZHA,DH,Fricative,ZH,Fricative,A,Violate,0
DHZHE,DH,Fricative,ZH,Fricative,E,Violate,0
DHZHI,DH,Fricative,ZH,Fricative,I,Violate,0
DHZHO,DH,Fricative,ZH,Fricative,O,Violate,0
DHZHU,DH,Fricative,ZH,Fricative,U,Violate,0
DHHA,DH,Fricative,H,Fricative,A,Violate,0
DHHE,DH,Fricative,H,Fricative,E,Violate,0
DHHI,DH,Fricative,H,Fricative,I,Violate,0
DHHO,DH,Fricative,H,Fricative,O,Violate,0
DHHU,DH,Fricative,H,Fricative,U,Violate,0
SPA,S,Fricative,P,Plosive,A,Violate,-1
SPE,S,Fricative,P,Plosive,E,Violate,-1
SPI,S,Fricative,P,Plosive,I,Violate,-1
SPO,S,Fricative,P,Plosive,O,Violate,-1
SPU,S,Fricative,P,Plosive,U,Violate,-1
SBA,S,Fricative,B,Plosive,A,Violate,-1
SBE,S,Fricative,B,Plosive,E,Violate,-1
SBI,S,Fricative,B,Plosive,I,Violate,-1
SBO,S,Fricative,B,Plosive,O,Violate,-1
SBU,S,Fricative,B,Plosive,U,Violate,-1
STA,S,Fricative,T,Plosive,A,Violate,-1
STE,S,Fricative,T,Plosive,E,Violate,-1
STI,S,Fricative,T,Plosive,I,Violate,-1
STO,S,Fricative,T,Plosive,O,Violate,-1
STU,S,Fricative,T,Plosive,U,Violate,-1
SDA,S,Fricative,D,Plosive,A,Violate,-1
SDE,S,Fricative,D,Plosive,E,Violate,-1
SDI,S,Fricative,D,Plosive,I,Violate,-1
SDO,S,Fricative,D,Plosive,O,Violate,-1
SDU,S,Fricative,D,Plosive,U,Violate,-1
SKA,S,Fricative,K,Plosive,A,Violate,-1
SKE,S,Fricative,K,Plosive,E,Violate,-1
SKI,S,Fricative,K,Plosive,I,Violate,-1
SKO,S,Fricative,K,Plosive,O,Violate,-1
SKU,S,Fricative,K,Plosive,U,Violate,-1
SGA,S,Fricative,G,Plosive,A,Violate,-1
SGE,S,Fricative,G,Plosive,E,Violate,-1
SGI,S,Fricative,G,Plosive,I,Violate,-1
SGO,S,Fricative,G,Plosive,O,Violate,-1
SGU,S,Fricative,G,Plosive,U,Violate,-1
SQA,S,Fricative,Q,Plosive,A,Violate,-1
SQE,S,Fricative,Q,Plosive,E,Violate,-1
SQI,S,Fricative,Q,Plosive,I,Violate,-1
SQO,S,Fricative,Q,Plosive,O,Violate,-1
SQU,S,Fricative,Q,Plosive,U,Violate,-1
SFA,S,Fricative,F,Fricative,A,Violate,0
SFE,S,Fricative,F,Fricative,E,Violate,0
SFI,S,Fricative,F,Fricative,I,Violate,0
SFO,S,Fricative,F,Fricative,O,Violate,0
SFU,S,Fricative,F,Fricative,U,Violate,0
SVA,S,Fricative,V,Fricative,A,Violate,0
SVE,S,Fricative,V,Fricative,E,Violate,0
SVI,S,Fricative,V,Fricative,I,Violate,0
SVO,S,Fricative,V,Fricative,O,Violate,0
SVU,S,Fricative,V,Fricative,U,Violate,0
STHA,S,Fricative,TH,Fricative,A,Violate,0
STHE,S,Fricative,TH,Fricative,E,Violate,0
STHI,S,Fricative,TH,Fricative,I,Violate,0
STHO,S,Fricative,TH,Fricative,O,Violate,0
STHU,S,Fricative,TH,Fricative,U,Violate,0
SDHA,S,Fricative,DH,Fricative,A,Violate,0
SDHE,S,Fricative,DH,Fricative,E,Violate,0
SDHI,S,Fricative,DH,Fricative,I,Violate,0
SDHO,S,Fricative,DH,Fricative,O,Violate,0
SDHU,S,Fricative,DH,Fricative,U,Violate,0
SZA,S,Fricative,Z,Fricative,A,Violate,0
SZE,S,Fricative,Z,Fricative,E,Violate,0
SZI,S,Fricative,Z,Fricative,I,Violate,0
SZO,S,Fricative,Z,Fricative,O,Violate,0
SZU,S,Fricative,Z,Fricative,U,Violate,0
SSHA,S,Fricative,SH,Fricative,A,Violate,0
SSHE,S,Fricative,SH,Fricative,E,Violate,0
SSHI,S,Fricative,SH,Fricative,I,Violate,0
SSHO,S,Fricative,SH,Fricative,O,Violate,0
SSHU,S,Fricative,SH,Fricative,U,Violate,0
SZHA,S,Fricative,ZH,Fricative,A,Violate,0
SZHE,S,Fricative,ZH,Fricative,E,Violate,0
SZHI,S,Fricative,ZH,Fricative,I,Violate,0
SZHO,S,Fricative,ZH,Fricative,O,Violate,0
SZHU,S,Fricative,ZH,Fricative,U,Violate,0
SHA,S,Fricative,H,Fricative,A,Violate,0
SHE,S,Fricative,H,Fricative,E,Violate,0
SHI,S,Fricative,H,Fricative,I,Violate,0
SHO,S,Fricative,H,Fricative,O,Violate,0
SHU,S,Fricative,H,Fricative,U,Violate,0
ZPA,Z,Fricative,P,Plosive,A,Violate,-1
ZPE,Z,Fricative,P,Plosive,E,Violate,-1
ZPI,Z,Fricative,P,Plosive,I,Violate,-1
ZPO,Z,Fricative,P,Plosive,O,Violate,-1
ZPU,Z,Fricative,P,Plosive,U,Violate,-1
ZBA,Z,Fricative,B,Plosive,A,Violate,-1
ZBE,Z,Fricative,B,Plosive,E,Violate,-1
ZBI,Z,Fricative,B,Plosive,I,Violate,-1
ZBO,Z,Fricative,B,Plosive,O,Violate,-1
ZBU,Z,Fricative,B,Plosive,U,Violate,-1
ZTA,Z,Fricative,T,Plosive,A,Violate,-1
ZTE,Z,Fricative,T,Plosive,E,Violate,-1
ZTI,Z,Fricative,T,Plosive,I,Violate,-1
ZTO,Z,Fricative,T,Plosive,O,Violate,-1
ZTU,Z,Fricative,T,Plosive,U,Violate,-1
ZDA,Z,Fricative,D,Plosive,A,Violate,-1
ZDE,Z,Fricative,D,Plosive,E,Violate,-1
ZDI,Z,Fricative,D,Plosive,I,Violate,-1
ZDO,Z,Fricative,D,Plosive,O,Violate,-1
ZDU,Z,Fricative,D,Plosive,U,Violate,-1
ZKA,Z,Fricative,K,Plosive,A,Violate,-1
ZKE,Z,Fricative,K,Plosive,E,Violate,-1
ZKI,Z,Fricative,K,Plosive,I,Violate,-1
ZKO,Z,Fricative,K,Plosive,O,Violate,-1
ZKU,Z,Fricative,K,Plosive,U,Violate,-1
ZGA,Z,Fricative,G,Plosive,A,Violate,-1
ZGE,Z,Fricative,G,Plosive,E,Violate,-1
ZGI,Z,Fricative,G,Plosive,I,Violate,-1
ZGO,Z,Fricative,G,Plosive,O,Violate,-1
ZGU,Z,Fricative,G,Plosive,U,Violate,-1
ZQA,Z,Fricative,Q,Plosive,A,Violate,-1
ZQE,Z,Fricative,Q,Plosive,E,Violate,-1
ZQI,Z,Fricative,Q,Plosive,I,Violate,-1
ZQO,Z,Fricative,Q,Plosive,O,Violate,-1
ZQU,Z,Fricative,Q,Plosive,U,Violate,-1
ZFA,Z,Fricative,F,Fricative,A,Violate,0
ZFE,Z,Fricative,F,Fricative,E,Violate,0
ZFI,Z,Fricative,F,Fricative,I,Violate,0
ZFO,Z,Fricative,F,Fricative,O,Violate,0
ZFU,Z,Fricative,F,Fricative,U,Violate,0
ZVA,Z,Fricative,V,Fricative,A,Violate,0
ZVE,Z,Fricative,V,Fricative,E,Violate,0
ZVI,Z,Fricative,V,Fricative,I,Violate,0
ZVO,Z,Fricative,V,Fricative,O,Violate,0
ZVU,Z,Fricative,V,Fricative,U,Violate,0
ZTHA,Z,Fricative,TH,Fricative,A,Violate,0
ZTHE,Z,Fricative,TH,Fricative,E,Violate,0
ZTHI,Z,Fricative,TH,Fricative,I,Violate,0
ZTHO,Z,Fricative,TH,Fricative,O,Violate,0
ZTHU,Z,Fricative,TH,Fricative,U,Violate,0
ZDHA,Z,Fricative,DH,Fricative,A,Violate,0
ZDHE,Z,Fricative,DH,Fricative,E,Violate,0
ZDHI,Z,Fricative,DH,Fricative,I,Violate,0
ZDHO,Z,Fricative,DH,Fricative,O,Violate,0
ZDHU,Z,Fricative,DH,Fricative,U,Violate,0
ZSA,Z,Fricative,S,Fricative,A,Violate,0
ZSE,Z,Fricative,S,Fricative,E,Violate,0
ZSI,Z,Fricative,S,Fricative,I,Violate,0
ZSO,Z,Fricative,S,Fricative,O,Violate,0
ZSU,Z,Fricative,S,Fricative,U,Violate,0
ZSHA,Z,Fricative,SH,Fricative,A,Violate,0
ZSHE,Z,Fricative,SH,Fricative,E,Violate,0
ZSHI,Z,Fricative,SH,Fricative,I,Violate,0
ZSHO,Z,Fricative,SH,Fricative,O,Violate,0
ZSHU,Z,Fricative,SH,Fricative,U,Violate,0
ZZHA,Z,Fricative,ZH,Fricative,A,Violate,0
ZZHE,Z,Fricative,ZH,Fricative,E,Violate,0
ZZHI,Z,Fricative,ZH,Fricative,I,Violate,0
ZZHO,Z,Fricative,ZH,Fricative,O,Violate,0
ZZHU,Z,Fricative,ZH,Fricative,U,Violate,0
ZHA,Z,Fricative,H,Fricative,A,Violate,0
ZHE,Z,Fricative,H,Fricative,E,Violate,0
ZHI,Z,Fricative,H,Fricative,I,Violate,0
ZHO,Z,Fricative,H,Fricative,O,Violate,0
ZHU,Z,Fricative,H,Fricative,U,Violate,0
SHPA,SH,Fricative,P,Plosive,A,Violate,-1
SHPE,SH,Fricative,P,Plosive,E,Violate,-1
SHPI,SH,Fricative,P,Plosive,I,Violate,-1
SHPO,SH,Fricative,P,Plosive,O,Violate,-1
SHPU,SH,Fricative,P,Plosive,U,Violate,-1
SHBA,SH,Fricative,B,Plosive,A,Violate,-1
SHBE,SH,Fricative,B,Plosive,E,Violate,-1
SHBI,SH,Fricative,B,Plosive,I,Violate,-1
SHBO,SH,Fricative,B,Plosive,O,Violate,-1
SHBU,SH,Fricative,B,Plosive,U,Violate,-1
SHTA,SH,Fricative,T,Plosive,A,Violate,-1
SHTE,SH,Fricative,T,Plosive,E,Violate,-1
SHTI,SH,Fricative,T,Plosive,I,Violate,-1
SHTO,SH,Fricative,T,Plosive,O,Violate,-1
SHTU,SH,Fricative,T,Plosive,U,Violate,-1
SHDA,SH,Fricative,D,Plosive,A,Violate,-1
SHDE,SH,Fricative,D,Plosive,E,Violate,-1
SHDI,SH,Fricative,D,Plosive,I,Violate,-1
SHDO,SH,Fricative,D,Plosive,O,Violate,-1
SHDU,SH,Fricative,D,Plosive,U,Violate,-1
SHKA,SH,Fricative,K,Plosive,A,Violate,-1
SHKE,SH,Fricative,K,Plosive,E,Violate,-1
SHKI,SH,Fricative,K,Plosive,I,Violate,-1
SHKO,SH,Fricative,K,Plosive,O,Violate,-1
SHKU,SH,Fricative,K,Plosive,U,Violate,-1
SHGA,SH,Fricative,G,Plosive,A,Violate,-1
SHGE,SH,Fricative,G,Plosive,E,Violate,-1
SHGI,SH,Fricative,G,Plosive,I,Violate,-1
SHGO,SH,Fricative,G,Plosive,O,Violate,-1
SHGU,SH,Fricative,G,Plosive,U,Violate,-1
SHQA,SH,Fricative,Q,Plosive,A,Violate,-1
SHQE,SH,Fricative,Q,Plosive,E,Violate,-1
SHQI,SH,Fricative,Q,Plosive,I,Violate,-1
SHQO,SH,Fricative,Q,Plosive,O,Violate,-1
SHQU,SH,Fricative,Q,Plosive,U,Violate,-1
SHFA,SH,Fricative,F,Fricative,A,Violate,0
SHFE,SH,Fricative,F,Fricative,E,Violate,0
SHFI,SH,Fricative,F,Fricative,I,Violate,0
SHFO,SH,Fricative,F,Fricative,O,Violate,0
SHFU,SH,Fricative,F,Fricative,U,Violate,0
SHVA,SH,Fricative,V,Fricative,A,Violate,0
SHVE,SH,Fricative,V,Fricative,E,Violate,0
SHVI,SH,Fricative,V,Fricative,I,Violate,0
SHVO,SH,Fricative,V,Fricative,O,Violate,0
SHVU,SH,Fricative,V,Fricative,U,Violate,0
SHTHA,SH,Fricative,TH,Fricative,A,Violate,0
SHTHE,SH,Fricative,TH,Fricative,E,Violate,0
SHTHI,SH,Fricative,TH,Fricative,I,Violate,0
SHTHO,SH,Fricative,TH,Fricative,O,Violate,0
SHTHU,SH,Fricative,TH,Fricative,U,Violate,0
SHDHA,SH,Fricative,DH,Fricative,A,Violate,0
SHDHE,SH,Fricative,DH,Fricative,E,Violate,0
SHDHI,SH,Fricative,DH,Fricative,I,Violate,0
SHDHO,SH,Fricative,DH,Fricative,O,Violate,0
SHDHU,SH,Fricative,DH,Fricative,U,Violate,0
SHSA,SH,Fricative,S,Fricative,A,Violate,0
SHSE,SH,Fricative,S,Fricative,E,Violate,0
SHSI,SH,Fricative,S,Fricative,I,Violate,0
SHSO,SH,Fricative,S,Fricative,O,Violate,0
SHSU,SH,Fricative,S,Fricative,U,Violate,0
SHZA,SH,Fricative,Z,Fricative,A,Violate,0
SHZE,SH,Fricative,Z,Fricative,E,Violate,0
SHZI,SH,Fricative,Z,Fricative,I,Violate,0
SHZO,SH,Fricative,Z,Fricative,O,Violate,0
SHZU,SH,Fricative,Z,Fricative,U,Violate,0
SHZHA,SH,Fricative,ZH,Fricative,A,Violate,0
SHZHE,SH,Fricative,ZH,Fricative,E,Violate,0
SHZHI,SH,Fricative,ZH,Fricative,I,Violate,0
SHZHO,SH,Fricative,ZH,Fricative,O,Violate,0
